filename,Number of vehicles in accident,Accident Type,Person Injury?,Need for ambulance?,Need for firetruck?,Need for Police?,Types of vehicles involved,Fire?,Weather,Low Res/Bad Footage?
000021.mp4,0,['other'],False,False,False,False,"['car', 'sedan', 'suv', 'van']",False,"['night', 'rain']",True
000022.mp4,2,['tbone'],True,True,False,True,"['car', 'hatchback', 'sedan']",False,"['clear', 'day']",True
000023.mp4,2,['tbone'],False,False,False,True,"['suv', 'truck']",False,"['clear', 'night']",True
000024.mp4,0,['other'],False,False,False,False,"['bus', 'sedan', 'suv', 'truck', 'van']",False,"['clear', 'day']",True
000025.mp4,2,['tbone'],True,True,False,True,"['sedan', 'suv']",False,"['clear', 'day']",True
000026.mp4,1,['other'],True,True,False,True,['van'],False,"['clear', 'day']",True
000027.mp4,2,"['rear', 'side']",True,True,False,True,"['sedan', 'suv', 'truck']",False,"['day', 'rain']",True
000028.mp4,2,['tbone'],False,False,False,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000029.mp4,2,['tbone'],True,True,False,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000030.mp4,2,['tbone'],True,True,True,True,"['sedan', 'truck']",False,"['night', 'rain']",True
000031.mp4,2,"['side', 'tbone']",True,True,False,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000032.mp4,2,['tbone'],False,False,False,True,['sedan'],False,"['clear', 'day']",True
000033.mp4,2,"['other', 'tbone']",True,True,True,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000034.mp4,0,['other'],False,False,False,False,"['sedan', 'suv']",False,"['night', 'rain']",True
000035.mp4,2,['tbone'],True,True,False,True,"['sedan', 'truck']",False,"['day', 'snow']",True
000036.mp4,2,['tbone'],True,True,False,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000037.mp4,1,['other'],True,True,True,True,"['suv', 'van']",False,"['clear', 'day']",True
000038.mp4,5,['other'],True,True,True,True,"['bus', 'sedan', 'truck', 'van']",False,"['clear', 'day']",True
000039.mp4,2,['tbone'],True,True,False,True,"['truck', 'van']",False,"['day', 'rain']",True
000040.mp4,1,['other'],True,True,True,True,"['suv', 'truck']",False,"['clear', 'day']",True
000041.mp4,1,['other'],True,True,True,True,['sedan'],True,['night'],True
000042.mp4,2,['tbone'],True,True,False,True,['sedan'],False,"['clear', 'day']",True
000043.mp4,2,"['rear', 'side']",True,True,False,True,"['bus', 'sedan']",False,"['clear', 'day']",True
000044.mp4,2,['side'],True,True,False,True,"['motorcycle', 'truck']",False,"['clear', 'day']",True
000045.mp4,1,"['other', 'tbone']",True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'day']",True
000046.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'day']",True
000047.mp4,2,['tbone'],True,True,True,True,"['sedan', 'suv']",False,"['clear', 'day']",False
000048.mp4,2,['tbone'],False,False,False,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000049.mp4,1,['pedestrian'],True,True,False,True,"['motorcycle', 'pedestrian', 'sedan', 'suv']",False,"['clear', 'day']",True
000050.mp4,2,['tbone'],True,True,False,True,"['sedan', 'suv']",False,"['clear', 'day']",True
000051.mp4,2,"['side', 'tbone']",True,True,False,True,"['car', 'motorcycle', 'sedan']",False,"['clear', 'day']",True
000052.mp4,2,['tbone'],True,True,False,True,['sedan'],False,"['clear', 'day']",True
000053.mp4,2,['tbone'],True,True,True,True,['truck'],False,"['day', 'rain']",True
000054.mp4,2,['tbone'],True,True,True,True,"['sedan', 'truck', 'van']",False,"['day', 'rain']",True
000055.mp4,0,['other'],True,True,False,True,"['bus', 'car', 'sedan', 'taxi', 'van']",False,"['clear', 'day']",True
000056.mp4,2,"['other', 'tbone']",True,True,False,True,"['motorcycle', 'van']",False,"['clear', 'day']",True
000057.mp4,2,['tbone'],True,True,False,True,"['sedan', 'suv']",False,['night'],True
000058.mp4,2,['tbone'],True,True,False,True,"['bike', 'car', 'motorbike', 'motorcycle', 'sedan']",False,"['clear', 'night']",True
000059.mp4,1,"['other', 'tbone']",True,True,False,True,"['sedan', 'suv', 'taxi']",False,"['clear', 'night']",True
000060.mp4,2,['tbone'],True,True,False,True,['sedan'],False,"['clear', 'night']",True
000061.mp4,2,['tbone'],True,True,True,True,"['sedan', 'taxi']",True,['night'],True
000062.mp4,2,['tbone'],True,True,True,True,['sedan'],False,"['clear', 'night']",True
000063.mp4,2,['tbone'],True,True,False,True,"['sedan', 'suv', 'van']",False,"['clear', 'night']",True
000064.mp4,2,['tbone'],True,True,True,True,['van'],False,"['clear', 'night']",True
000065.mp4,2,['tbone'],True,True,False,True,"['sedan', 'van']",False,"['day', 'snow']",True
000066.mp4,2,['tbone'],True,True,False,True,"['sedan', 'suv']",False,"['night', 'snow']",True
000067.mp4,0,['other'],False,False,False,True,['sedan'],False,"['clear', 'night']",True
000068.mp4,4,"['other', 'rear']",True,True,True,True,"['sedan', 'suv', 'truck']",False,"['clear', 'day']",True
000069.mp4,2,"['other', 'tbone']",True,True,False,True,"['semi', 'truck']",False,"['clear', 'day']",True
000070.mp4,2,"['other', 'side']",True,True,False,True,"['suv', 'truck']",False,"['day', 'snow']",True
000071.mp4,1,['other'],False,False,False,False,"['bus', 'motorcycle', 'sedan']",False,"['clear', 'day']",True
000072.mp4,0,['other'],False,False,False,False,"['motorcycle', 'sedan', 'van']",False,"['clear', 'day']",True
000073.mp4,0,['other'],False,False,False,False,"['bus', 'sedan', 'van']",False,"['clear', 'day']",True
000074.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'night']",True
000075.mp4,2,"['side', 'tbone']",True,True,False,True,"['bike', 'car', 'motorbike', 'sedan']",False,"['clear', 'day']",True
000076.mp4,0,['other'],False,False,False,False,"['bus', 'car', 'motorcycle']",False,"['clear', 'day']",True
000077.mp4,0,"['none', 'pedestrian']",True,True,False,True,['other'],False,"['clear', 'night']",True
000078.mp4,2,['tbone'],True,True,False,True,"['car', 'motorcycle']",False,"['clear', 'night']",True
000079.mp4,2,['side'],True,True,False,True,"['bus', 'car', 'sedan']",False,"['clear', 'day']",True
000080.mp4,2,"['side', 'tbone']",True,True,False,True,['motorcycle'],False,"['clear', 'day']",True
000081.mp4,2,['tbone'],True,True,False,True,"['car', 'motorcycle', 'sedan']",False,"['clear', 'day']",True
000082.mp4,1,"['side', 'unknown']",False,False,False,True,"['motorcycle', 'suv', 'van']",False,"['clear', 'day']",True
000083.mp4,2,"['side', 'tbone']",False,False,False,False,"['sedan', 'suv']",False,"['clear', 'night']",True
000084.mp4,0,"['none', 'other']",False,False,False,False,"['bus', 'car', 'motorcycle', 'other', 'sedan', 'suv', 'van']",False,"['clear', 'day']",True
000085.mp4,2,['tbone'],True,True,False,True,"['car', 'hatchback', 'motorcycle', 'suv']",False,"['clear', 'day']",True
000086.mp4,2,['other'],False,False,False,True,"['car', 'truck']",False,"['clear', 'fog', 'night']",True
000087.mp4,1,"['other', 'tbone']",True,True,False,True,"['motorcycle', 'sedan', 'van']",False,"['clear', 'day']",True
000088.mp4,0,['other'],False,False,False,False,"['bicycle', 'bus', 'motorcycle', 'sedan', 'suv', 'van']",False,"['clear', 'day']",True
000089.mp4,1,"['other', 'unknown']",False,False,False,False,"['motorcycle', 'sedan', 'suv', 'truck']",False,"['clear', 'day']",True
000090.mp4,2,['tbone'],True,True,False,True,"['bus', 'car', 'motorcycle', 'sedan', 'van']",False,"['clear', 'day']",True
000091.mp4,1,"['pedestrian', 'tbone']",True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'day']",True
000092.mp4,1,['other'],True,True,True,True,['truck'],False,"['clear', 'day']",True
000093.mp4,2,['rear'],True,True,False,True,"['motorcycle', 'truck', 'van']",False,"['day', 'rain']",True
000094.mp4,0,"['none', 'other']",False,False,False,False,"['sedan', 'suv', 'truck', 'van']",False,"['clear', 'day']",True
000095.mp4,2,['other'],True,True,True,True,"['sedan', 'semi', 'truck']",False,"['clear', 'day']",True
000096.mp4,2,['other'],True,True,True,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000097.mp4,2,"['side', 'tbone']",True,True,False,True,"['motorcycle', 'van']",False,"['day', 'rain']",True
000098.mp4,0,['other'],False,False,False,False,"['motorcycle', 'sedan', 'suv', 'van']",False,['night'],True
000099.mp4,0,['other'],False,False,False,False,['truck'],False,"['clear', 'night']",True
000100.mp4,0,['other'],False,False,False,False,"['bus', 'car', 'sedan', 'van']",False,"['day', 'rain']",True
000101.mp4,2,['tbone'],True,True,False,True,"['taxi', 'van']",False,"['clear', 'day']",True
000102.mp4,2,['rear'],False,False,False,False,['sedan'],False,"['day', 'rain']",True
000103.mp4,1,"['other', 'tbone']",False,False,False,False,"['bus', 'sedan', 'van']",False,"['clear', 'day']",True
000104.mp4,0,"['other', 'unknown']",False,False,False,False,"['taxi', 'van']",False,"['night', 'rain']",True
000105.mp4,1,['tbone'],True,True,False,True,"['sedan', 'suv', 'truck', 'van']",False,"['day', 'rain']",True
000106.mp4,2,['tbone'],True,True,False,True,"['car', 'motorcycle', 'sedan']",False,"['clear', 'day']",True
000107.mp4,0,['other'],False,False,False,False,"['bus', 'car', 'sedan', 'taxi', 'van']",False,"['day', 'rain']",True
000108.mp4,2,['tbone'],True,True,True,True,['sedan'],False,"['day', 'rain']",True
000109.mp4,2,['tbone'],True,True,False,True,"['bus', 'sedan']",False,['night'],True
000110.mp4,2,['tbone'],True,True,False,True,['sedan'],False,"['clear', 'day']",True
000111.mp4,2,['tbone'],True,True,True,True,"['sedan', 'suv']",True,"['night', 'rain']",True
000112.mp4,0,['other'],False,False,False,False,"['car', 'sedan', 'truck']",False,"['clear', 'day']",True
000113.mp4,2,"['side', 'tbone']",True,True,False,True,['sedan'],False,"['night', 'rain']",True
000114.mp4,2,['tbone'],True,True,True,True,"['hatchback', 'sedan']",False,['night'],True
000115.mp4,2,"['side', 'tbone']",False,False,False,True,"['car', 'hatchback', 'sedan']",False,"['clear', 'day']",True
000116.mp4,0,"['other', 'unknown']",False,False,False,False,"['sedan', 'suv', 'taxi']",False,"['night', 'rain']",True
000117.mp4,2,['tbone'],False,False,False,False,"['hatchback', 'sedan']",False,"['clear', 'day']",True
000118.mp4,2,"['side', 'tbone']",True,True,False,True,"['car', 'motorcycle', 'van']",False,"['clear', 'day']",True
000119.mp4,2,"['side', 'tbone']",False,False,False,True,"['sedan', 'van']",False,"['day', 'rain']",True
000120.mp4,0,['other'],False,False,False,False,"['sedan', 'van']",False,"['day', 'rain']",True
000121.mp4,1,"['other', 'tbone']",True,True,False,True,"['bus', 'sedan']",False,"['clear', 'day']",True
000122.mp4,6,"['other', 'rear']",False,False,False,True,"['car', 'sedan', 'suv', 'truck']",False,"['night', 'rain']",True
000123.mp4,3,['rear'],False,False,False,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000124.mp4,0,['other'],False,False,False,False,"['bus', 'motorcycle', 'other', 'sedan', 'truck']",False,"['clear', 'day']",True
000125.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'day']",True
000126.mp4,2,['tbone'],True,True,False,True,"['bus', 'motorcycle']",False,"['clear', 'day']",True
000127.mp4,2,['tbone'],False,False,False,False,"['sedan', 'suv', 'truck']",False,"['clear', 'night']",True
000128.mp4,2,"['side', 'tbone']",False,False,False,False,"['car', 'sedan', 'truck', 'van']",False,"['day', 'night', 'snow']",True
000129.mp4,2,['tbone'],True,True,True,True,"['sedan', 'suv', 'truck']",False,"['clear', 'day']",False
000130.mp4,0,['other'],False,False,False,False,"['sedan', 'suv', 'van']",False,"['clear', 'day', 'snow']",True
000131.mp4,2,['tbone'],False,False,False,True,['sedan'],False,"['night', 'snow']",True
000132.mp4,2,['tbone'],False,False,False,False,['sedan'],False,"['clear', 'night', 'snow']",True
000133.mp4,3,"['side', 'tbone']",False,False,False,False,"['bus', 'sedan', 'van']",False,['night'],True
000134.mp4,2,['tbone'],False,False,False,False,['sedan'],False,"['day', 'snow']",False
000135.mp4,0,['other'],False,False,False,False,['sedan'],False,"['clear', 'night', 'snow']",True
000136.mp4,3,"['other', 'side']",True,True,False,True,"['motorcycle', 'suv', 'truck']",False,"['clear', 'day']",True
000137.mp4,0,['other'],False,False,False,False,"['sedan', 'suv']",False,"['day', 'rain']",True
000138.mp4,0,['other'],False,False,False,False,"['other', 'sedan', 'suv', 'truck', 'van']",False,"['clear', 'day']",True
000139.mp4,0,['other'],False,False,False,False,"['sedan', 'suv', 'van']",False,"['day', 'rain']",True
000140.mp4,1,"['other', 'unknown']",False,True,False,True,['sedan'],False,"['clear', 'night']",True
000141.mp4,2,['tbone'],True,True,False,True,"['sedan', 'suv']",False,"['clear', 'day']",False
000142.mp4,2,['tbone'],True,True,True,True,['sedan'],True,"['clear', 'night']",True
000143.mp4,1,['pedestrian'],True,True,False,True,['sedan'],False,"['clear', 'day']",False
000144.mp4,2,"['side', 'tbone']",True,True,False,True,['sedan'],False,"['clear', 'day']",True
000145.mp4,2,['tbone'],True,True,False,True,"['suv', 'truck', 'van']",False,"['clear', 'day']",True
000146.mp4,0,['other'],False,False,False,False,"['car', 'sedan', 'truck', 'van']",False,"['clear', 'day']",True
000147.mp4,2,"['side', 'tbone']",True,True,False,True,"['car', 'hatchback', 'truck', 'van']",False,"['clear', 'day']",True
000148.mp4,2,['tbone'],True,True,False,True,['sedan'],False,"['clear', 'day']",True
000149.mp4,0,['other'],False,False,False,False,['other'],False,['other'],False
000150.mp4,2,['tbone'],True,True,False,True,['sedan'],False,"['night', 'rain']",True
000151.mp4,1,['pedestrian'],True,True,False,True,['sedan'],False,"['clear', 'day']",True
000152.mp4,1,['other'],False,False,False,False,['van'],False,"['clear', 'day']",True
000153.mp4,1,"['other', 'tbone']",False,False,False,True,['sedan'],False,"['clear', 'night']",True
000154.mp4,0,['other'],True,True,False,True,"['motorcycle', 'truck']",False,"['clear', 'day']",True
000155.mp4,0,['other'],False,False,False,False,"['sedan', 'suv']",False,"['day', 'rain']",True
000156.mp4,0,['other'],True,True,False,True,"['car', 'motorcycle', 'truck', 'van']",False,"['clear', 'day']",True
000157.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'van']",False,"['clear', 'day']",True
000158.mp4,2,['rear'],False,False,False,True,"['sedan', 'van']",False,"['clear', 'day']",True
000159.mp4,2,['rear'],False,False,False,True,['sedan'],False,"['clear', 'night']",True
000160.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'sedan']",False,"['day', 'rain']",True
000161.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'sedan']",False,['day'],True
000162.mp4,2,['tbone'],True,True,False,True,"['sedan', 'truck']",False,"['clear', 'day']",True
000163.mp4,2,['tbone'],True,True,True,True,['sedan'],False,"['night', 'rain']",True
000164.mp4,2,['tbone'],True,True,True,True,['sedan'],False,"['clear', 'night']",True
000165.mp4,0,['other'],False,False,False,False,"['hatchback', 'sedan', 'suv', 'taxi', 'van']",False,"['clear', 'day']",True
000166.mp4,2,['tbone'],True,True,True,True,['sedan'],False,"['night', 'rain']",True
000167.mp4,2,"['side', 'tbone']",True,True,False,True,['sedan'],False,"['clear', 'day']",True
000168.mp4,2,['pedestrian'],True,True,False,True,"['pedestrian', 'sedan']",False,"['clear', 'night']",True
000169.mp4,0,"['other', 'unknown']",False,False,False,False,['truck'],False,"['clear', 'day']",True
000170.mp4,2,['tbone'],True,True,True,True,"['sedan', 'suv']",True,"['clear', 'night']",True
000171.mp4,2,['tbone'],True,True,False,True,"['bus', 'suv', 'van']",False,['night'],True
000172.mp4,0,"['none', 'other']",False,False,False,False,"['sedan', 'suv', 'truck', 'van']",False,"['clear', 'day']",True
000173.mp4,0,['none'],False,False,False,False,"['sedan', 'suv', 'truck']",False,"['clear', 'day']",True
000174.mp4,0,['other'],False,False,False,False,"['sedan', 'suv', 'truck']",False,"['clear', 'night']",True
000175.mp4,1,"['other', 'tbone']",False,False,False,True,['sedan'],False,"['clear', 'night']",True
000176.mp4,0,"['none', 'other']",False,False,False,False,"['bus', 'sedan', 'suv', 'truck', 'van']",False,"['clear', 'day']",True
000177.mp4,2,['tbone'],True,True,False,True,"['sedan', 'suv', 'truck']",False,"['clear', 'day']",True
000178.mp4,0,['other'],False,False,False,False,"['sedan', 'suv', 'truck']",False,"['clear', 'day']",True
000179.mp4,0,['other'],False,False,False,False,"['other', 'sedan']",False,"['clear', 'night']",True
000180.mp4,0,"['none', 'other']",False,False,False,False,"['sedan', 'suv', 'taxi', 'truck']",False,"['clear', 'day']",True
000181.mp4,2,['tbone'],True,True,True,True,"['sedan', 'suv']",True,"['clear', 'night']",True
000182.mp4,0,['other'],False,False,False,False,"['sedan', 'suv', 'truck']",False,"['clear', 'night']",True
000183.mp4,0,['other'],False,False,False,False,"['sedan', 'suv', 'truck']",False,"['clear', 'day']",True
000184.mp4,2,['tbone'],True,True,False,True,"['suv', 'truck']",False,"['clear', 'day']",True
000185.mp4,2,['tbone'],True,True,True,True,"['car', 'suv', 'truck']",True,"['night', 'rain']",True
000186.mp4,0,"['none', 'other']",False,False,False,False,"['sedan', 'truck']",False,"['night', 'rain']",True
000187.mp4,2,['side'],True,True,True,True,"['sedan', 'suv']",False,['night'],True
000188.mp4,2,"['side', 'tbone']",True,True,False,True,['sedan'],False,"['clear', 'night', 'rain']",True
000189.mp4,3,['tbone'],True,True,True,True,"['sedan', 'van']",False,"['clear', 'night']",True
000190.mp4,0,['other'],False,False,False,False,"['car', 'motorcycle', 'sedan', 'van']",False,"['clear', 'day']",False
000191.mp4,2,['tbone'],True,True,True,True,"['bus', 'sedan']",False,"['clear', 'day']",True
000192.mp4,1,['other'],True,True,False,True,['sedan'],False,"['clear', 'night']",True
000193.mp4,1,['pedestrian'],True,True,False,True,"['bus', 'pedestrian']",False,"['clear', 'day']",True
000194.mp4,0,"['none', 'other']",False,False,False,False,"['car', 'motorcycle', 'sedan', 'suv', 'van']",False,"['clear', 'day']",True
000195.mp4,0,['other'],False,False,False,False,"['bus', 'sedan', 'van']",False,"['clear', 'day']",False
000196.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'truck', 'van']",False,"['clear', 'day']",True
000197.mp4,1,['other'],True,True,False,True,['motorcycle'],False,"['clear', 'day']",False
000198.mp4,2,"['other', 'side']",True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'day']",False
000199.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'day']",False
000200.mp4,2,"['side', 'tbone']",True,True,False,True,"['car', 'motorcycle', 'sedan']",False,"['clear', 'day']",True
000201.mp4,0,['other'],False,False,False,False,"['car', 'hatchback', 'sedan', 'van']",False,"['clear', 'day']",True
000202.mp4,2,['tbone'],True,True,False,True,"['sedan', 'suv']",False,['night'],True
000203.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'day']",True
000204.mp4,2,['tbone'],True,True,False,True,"['motorcycle', 'sedan']",False,"['clear', 'day']",True
